e_code,name,max_level,unit,category,note
E 160d,Lycopene,10,mg/kg,jam jellies and marmalades and similar products,"Maximum individually or in combination with E 120, E 142, E 160d and E 161b"
E 110,Sunset Yellow FCF/Orange Yellow S,20,mg/l,flavoured drinks,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 900,Dimethyl polysiloxane,10,mg/l,flavoured drinks,
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,fruit wine and made wine,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 969,Advantame,20,mg/kg,cocoa and chocolate products,
E 104,Quinoline Yellow,35,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,10,mg/kg,edible cheese rind,The total quantity of E 104 and the colours in Group III shall not exceed the maximum listed for Group III
E 961,Neotame,20,mg/l,food supplements supplied in a liquid form,
E 951,Aspartame,25,mg/l,beer and malt beverages,
E 959,Neohesperidine DC,5,mg/kg,jam jellies and marmalades and similar products,
E 160b(ii),Annatto norbixin,8,mg/kg,cheese products (excluding products falling in category 16),
E 124,"Ponceau 4R, Cochineal Red A",10,,desserts excluding products covered in category 1 3 and 4,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,10,mg/kg,casings and coatings and decorations for meat,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,dietary foods for special medical purposes,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",20,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 104,Quinoline Yellow,10,mg/l,flavoured fermented milk products including heat-treated products,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 900,Dimethyl polysiloxane,10,mg/kg,decorations coatings and fillings,
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 969,Advantame,4,mg/kg,salads and savoury-based sandwich spreads,
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,32,mg/kg,fruit and vegetable preparations excluding compote,
E 220 - 228,Sulphur dioxide - sulphites,20,mg/kg,sugars and syrups as defined by directive 2001/111/ec,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 432 - 436,Polysorbates,10,mg/kg,cider and perry,The additives may be added individually or in combination
E 160d,Lycopene,30,mg/kg,potato- cereal- flour- or starch-based snacks,
E 104,Quinoline Yellow,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 160b(i),Annatto bixin,20,mg/kg,heat-treated processed meat,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 123,Amaranth,30,mg/kg,fish roe,Maximum limit for aluminium coming from aluminium lakes of E 123 amaranth 10 mg/kg. No other aluminium lakes may be used.&nbsp;For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 961,Neotame,32,mg/kg,other similar fruit or vegetable spreads,
E 900,Dimethyl polysiloxane,10,mg/kg,jam jellies and marmalades and similar products,
E 301,Sodium ascorbate,1,mg/l,infant formulae as defined by directive 2006/141/ec,
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,casings and coatings and decorations for meat,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 432 - 436,Polysorbates,10,mg/kg,cider and perry,The additives may be added individually or in combination
E 220 - 228,Sulphur dioxide - sulphites,40,mg/kg,other sugars and syrups,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 220 - 228,Sulphur dioxide - sulphites,40,mg/kg,other sugars and syrups,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 104,Quinoline Yellow,30,mg/kg,fruit and vegetable preparations excluding compote,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 220 - 228,Sulphur dioxide - sulphites,40,mg/kg,decorations coatings and fillings,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 110,Sunset Yellow FCF/Orange Yellow S,20,mg/l,flavoured drinks,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,10,mg/kg,other creams,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,30,mg/kg,sauces,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 104,Quinoline Yellow,20,mg/kg,sauces,The total quantity of E 104 and E 110 and the colours in Group III shall not exceed the maximum listed for Group III
E 961,Neotame,2,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",
E 104,Quinoline Yellow,10,mg/kg,mustard,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 961,Neotame,5,mg/kg,soups and broths,
E 961,Neotame,26,mg/kg,edible ices,
E 235,Natamycin,1,mg/dm²,cheese products (excluding products falling in category 16),
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,fruit and vegetable preparations excluding compote,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,30,mg/kg,other confectionery including breath freshening microsweets,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,6,mg/l,fruit nectars as defined by directive 2001/112,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 104,Quinoline Yellow,30,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 104,Quinoline Yellow,10,mg/l,flavoured drinks,Maximum limit for aluminium coming from all aluminium lakes 15 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 220 - 228,Sulphur dioxide - sulphites,20,mg/l,Other alcoholic beverages including mixtures of alcoholic beverages with non-alcoholic  beverages and other alcoholic beverages based on distilled alcohol with alcoholic strength by  volume less than 15 %,"Maximum levels are expressed as SO<sub>2</sub>&nbsp;and relate to the total quantity, available from all sources, an SO<sub>2</sub> content of not more than 10 mg/kg or 10 mg/l is not considered to be present"
E 160b(i),Annatto bixin,15,mg/kg,ripened cheese,"When E 160b(i) (Annatto bixin) and E 160b(ii) (Annatto norbixin) are added in combination, the higher individual maximum level applies to the sum, but the individual maximum levels shall not be exceeded."
E 961,Neotame,26,mg/kg,edible ices,
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 104,Quinoline Yellow,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,",Maximum limit for aluminium coming from all aluminium lakes 150 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/l,food supplements supplied in a liquid form,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 110,Sunset Yellow FCF/Orange Yellow S,10,mg/kg,"food supplements supplied in a solid form excluding food supplements for infants and  young children’,","The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,2,mg/kg,soups and broths,
E 961,Neotame,32,mg/kg,canned or bottled fruit and vegetables,
E 110,Sunset Yellow FCF/Orange Yellow S,35,mg/kg,other confectionery including breath freshening microsweets,"Maximum limit for aluminium coming from all aluminium lakes 70 mg/kg. As a derogation to this rule, the maximum limit only for microsweets shall be 40 mg/kg. For the purposes of Article 22 (1) (g) of Regulation (EC) No 1333/2008 that limit shall apply from 1 February 2013"
E 124,"Ponceau 4R, Cochineal Red A",10,,desserts excluding products covered in category 1 3 and 4,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 392,Extracts of rosemary,30,mg/kg,dehydrated milk as defined by directive 2001/114/ec,Expressed on fat basis
E 961,Neotame,3,mg/kg,other confectionery including breath freshening microsweets,
E 124,"Ponceau 4R, Cochineal Red A",10,mg/kg,chewing gum,"The total quantity of E 104, E 110, E 124 and the colours in Group III shall not exceed the maximum listed for Group III"
E 969,Advantame,10,mg/kg,other similar fruit or vegetable spreads,
